id,v1,v2,type,direction,distance
7415,647,7446,strefa ruchu uspokojonego 20 i 30 km/h,2,91.6126615897
7416,7446,1272,strefa ruchu uspokojonego 20 i 30 km/h,2,134.849915387
7417,1271,7446,strefa ruchu uspokojonego 20 i 30 km/h,2,58.4729724674
7418,6277,7447,droga dla rowerow,2,3.1001238491400005
7419,7447,5423,droga dla rowerow,2,11.7318453244
7420,7448,7449,droga dla rowerow,2,349.012679223
7421,7449,4895,droga dla rowerow,2,3.60439998335
7422,7450,5428,droga dla rowerow,2,96.245817051
7423,5519,4076,droga dla rowerow,2,30.7831200864
7424,4657,6730,strefa ruchu uspokojonego 20 i 30 km/h,2,19.6392604353
7425,7451,4657,strefa ruchu uspokojonego 20 i 30 km/h,2,48.855181198500006
7426,7452,6732,strefa ruchu uspokojonego 20 i 30 km/h,2,103.3742297
7427,1953,1956,pas ruchu dla rowerow,1,26.8179798097
7428,1955,1982,pas ruchu dla rowerow,1,36.4973821167
7429,1984,1978,kontrapas,1,79.1197804512
7430,6749,2646,strefa ruchu uspokojonego 20 i 30 km/h,2,38.0949285636
7431,3559,3994,strefa ruchu uspokojonego 20 i 30 km/h,2,90.6730675867
7432,7453,3559,strefa ruchu uspokojonego 20 i 30 km/h,2,98.63930457059999
7433,3993,6749,strefa ruchu uspokojonego 20 i 30 km/h,2,38.7473891637
7434,2646,7454,strefa ruchu uspokojonego 20 i 30 km/h,2,103.539333
7435,1032,1297,pas ruchu dla rowerow,1,184.39216196700002
7436,7271,4609,strefa ruchu uspokojonego 20 i 30 km/h,2,128.093342899
7437,7273,1493,strefa ruchu uspokojonego 20 i 30 km/h,2,122.187441077
7438,6021,6024,strefa ruchu uspokojonego 20 i 30 km/h,2,58.1740627188
7439,6024,7455,strefa ruchu uspokojonego 20 i 30 km/h,2,27.9943544776
7440,5180,330,strefa ruchu uspokojonego 20 i 30 km/h,2,194.84027957
7441,6520,7456,strefa ruchu uspokojonego 20 i 30 km/h,2,71.9569192092
7442,2992,7457,strefa ruchu uspokojonego 20 i 30 km/h,2,75.7487841017
7443,7457,7458,strefa ruchu uspokojonego 20 i 30 km/h,2,134.46774923
7444,1775,2621,strefa ruchu uspokojonego 20 i 30 km/h,2,118.36923809
7445,5942,3989,strefa ruchu uspokojonego 20 i 30 km/h,2,34.473024081700004
7446,6293,7459,strefa ruchu uspokojonego 20 i 30 km/h,2,52.3050460393
7447,4369,4365,strefa ruchu uspokojonego 20 i 30 km/h,2,8.11574057329
7448,7459,5942,strefa ruchu uspokojonego 20 i 30 km/h,2,132.13005453
7449,4365,1775,strefa ruchu uspokojonego 20 i 30 km/h,2,43.4809824713
7450,3989,4369,strefa ruchu uspokojonego 20 i 30 km/h,2,69.3448012268
7451,3387,7460,strefa ruchu uspokojonego 20 i 30 km/h,2,88.7441336031
7452,6991,6500,strefa ruchu uspokojonego 20 i 30 km/h,2,47.6969503545
7453,7461,4924,strefa ruchu uspokojonego 20 i 30 km/h,2,170.00269395799998
7454,7462,3883,strefa ruchu uspokojonego 20 i 30 km/h,2,66.3698682926
7455,7463,4107,strefa ruchu uspokojonego 20 i 30 km/h,2,79.4178903977
7456,7464,4106,strefa ruchu uspokojonego 20 i 30 km/h,2,63.548539897299996
7457,5649,7463,strefa ruchu uspokojonego 20 i 30 km/h,2,217.48179890900002
7458,3511,6305,strefa ruchu uspokojonego 20 i 30 km/h,2,217.541190458
7459,6208,2338,strefa ruchu uspokojonego 20 i 30 km/h,2,15.2816973116
7460,6797,3022,strefa ruchu uspokojonego 20 i 30 km/h,2,61.3299169162
7461,7465,7466,droga dla rowerow,2,5.44588566403
7462,6750,579,strefa ruchu uspokojonego 20 i 30 km/h,2,33.5878046898
7463,2486,6834,strefa ruchu uspokojonego 20 i 30 km/h,2,134.586371983
7464,7467,5697,strefa ruchu uspokojonego 20 i 30 km/h,2,276.993969449
7465,7468,2398,strefa ruchu uspokojonego 20 i 30 km/h,2,241.232021888
7466,7469,7470,strefa ruchu uspokojonego 20 i 30 km/h,2,71.42802389890001
7467,7470,7471,strefa ruchu uspokojonego 20 i 30 km/h,2,50.4865099705
7468,7471,3236,strefa ruchu uspokojonego 20 i 30 km/h,2,73.723713241
7469,3236,7472,strefa ruchu uspokojonego 20 i 30 km/h,2,75.0877399435
7470,7472,7473,strefa ruchu uspokojonego 20 i 30 km/h,2,102.469740995
7471,7474,7475,strefa ruchu uspokojonego 20 i 30 km/h,1,207.09054148099997
7472,624,5202,strefa ruchu uspokojonego 20 i 30 km/h,2,33.925783888000005
7473,7476,7477,strefa ruchu uspokojonego 20 i 30 km/h,2,219.325482717
7474,7478,7479,strefa ruchu uspokojonego 20 i 30 km/h,2,40.4622531084
7475,6755,7478,strefa ruchu uspokojonego 20 i 30 km/h,2,15.4961748994
7476,7478,7480,strefa ruchu uspokojonego 20 i 30 km/h,2,189.661427452
7477,6753,7476,strefa ruchu uspokojonego 20 i 30 km/h,2,6.7302642111
7478,7476,7481,strefa ruchu uspokojonego 20 i 30 km/h,2,98.2320961635
7479,7481,6786,strefa ruchu uspokojonego 20 i 30 km/h,2,125.26574422200001
7480,3126,7482,strefa ruchu uspokojonego 20 i 30 km/h,2,98.47226172459999
7481,7483,7484,pas ruchu dla rowerow,1,10.5209542153
7482,3037,5444,strefa ruchu uspokojonego 20 i 30 km/h,2,23.451290459699997
7483,7259,7485,strefa ruchu uspokojonego 20 i 30 km/h,2,80.1903014209
7484,6545,6546,lacznik drogowy,2,4.44178292356
7485,6542,6543,lacznik drogowy,2,1.95400159928
7486,6547,6549,lacznik drogowy,2,3.9192843428400006
7487,6549,5826,lacznik drogowy,2,108.720984532
7488,7486,7487,droga dla pieszych i rowerow,2,15.378973774
7489,4728,7488,droga dla pieszych i rowerow,2,3.09522754047
7490,4725,4312,droga dla rowerow,2,11.7849260846
7491,5546,4726,strefa ruchu uspokojonego 20 i 30 km/h,2,5.457828396900001
7492,7489,7490,lacznik drogowy,2,11.4419055799
7493,7490,7491,lacznik drogowy,2,134.508122445
7494,4726,4312,strefa ruchu uspokojonego 20 i 30 km/h,2,13.4735777183
7495,5061,6960,droga dla pieszych i rowerow,1,83.2288195225
7496,4474,5061,droga dla pieszych i rowerow,1,84.054029934
7497,7492,4344,droga dla pieszych i rowerow,2,9.68121916135
7498,7218,7493,droga dla pieszych i rowerow,2,206.21813333900002
7499,1797,6931,trasa na walach,2,398.020716595
7500,6935,6004,droga dla pieszych i rowerow,2,86.74159611549999
7501,7489,4723,droga dla rowerow,2,67.347060892
7502,7494,7211,lacznik drogowy,1,60.5651026983
7503,6169,7495,lacznik drogowy,2,144.52314080600001
7504,4529,7300,lacznik drogowy,2,110.735656137
7505,7496,7301,lacznik drogowy,2,57.511044730600005
7506,7301,4529,lacznik drogowy,2,63.0908037039
7507,7300,1512,lacznik drogowy,2,23.0489033062
7508,6567,7497,strefa ruchu uspokojonego 20 i 30 km/h,2,59.1779997779
7509,7498,7497,strefa ruchu uspokojonego 20 i 30 km/h,2,68.1185099165
7510,5336,7499,strefa ruchu uspokojonego 20 i 30 km/h,2,217.36684980299998
7511,7500,7501,strefa ruchu uspokojonego 20 i 30 km/h,2,548.989298482
7512,7502,7500,strefa ruchu uspokojonego 20 i 30 km/h,2,18.035264483800002
7513,7503,7502,strefa ruchu uspokojonego 20 i 30 km/h,2,1005.4838614
7514,7504,7500,strefa ruchu uspokojonego 20 i 30 km/h,2,251.99199704400002
7515,1259,7504,strefa ruchu uspokojonego 20 i 30 km/h,2,16.5464950971
7516,7100,880,strefa ruchu uspokojonego 20 i 30 km/h,2,17.4270803234
7517,7505,7100,strefa ruchu uspokojonego 20 i 30 km/h,2,33.9718892158
7518,7505,2625,strefa ruchu uspokojonego 20 i 30 km/h,2,43.279414789099995
7519,5869,7506,strefa ruchu uspokojonego 20 i 30 km/h,2,45.25117497310001
7520,7507,2399,strefa ruchu uspokojonego 20 i 30 km/h,2,249.543898545
7521,7508,7507,strefa ruchu uspokojonego 20 i 30 km/h,2,52.5174569945
7522,7509,7508,strefa ruchu uspokojonego 20 i 30 km/h,2,125.645575434
7523,7509,7470,strefa ruchu uspokojonego 20 i 30 km/h,1,156.18535174299998
7524,5350,3824,strefa ruchu uspokojonego 20 i 30 km/h,2,6.37571695184
7525,3857,7510,strefa ruchu uspokojonego 20 i 30 km/h,2,43.9149904361
7526,2846,7511,strefa ruchu uspokojonego 20 i 30 km/h,2,38.5067081754
7527,7512,7513,strefa ruchu uspokojonego 20 i 30 km/h,2,56.9770307142
7528,7511,7512,strefa ruchu uspokojonego 20 i 30 km/h,2,35.414274709299995
7529,7511,7514,strefa ruchu uspokojonego 20 i 30 km/h,2,60.8705255087
7530,7512,7515,strefa ruchu uspokojonego 20 i 30 km/h,2,33.3261726104
7531,7515,7516,strefa ruchu uspokojonego 20 i 30 km/h,2,75.9757947661
7532,7515,1034,strefa ruchu uspokojonego 20 i 30 km/h,2,31.3819480172
7533,7516,7517,strefa ruchu uspokojonego 20 i 30 km/h,2,33.656402746
7534,7516,7518,strefa ruchu uspokojonego 20 i 30 km/h,2,29.9104977483
7535,7513,7519,strefa ruchu uspokojonego 20 i 30 km/h,2,61.7963133266
7536,7078,2847,strefa ruchu uspokojonego 20 i 30 km/h,2,47.4527657443
7537,7441,7520,strefa ruchu uspokojonego 20 i 30 km/h,2,104.32813705299999
7538,7438,2417,strefa ruchu uspokojonego 20 i 30 km/h,2,139.208085408
7539,7437,7521,strefa ruchu uspokojonego 20 i 30 km/h,2,107.050117615
7540,2416,7522,strefa ruchu uspokojonego 20 i 30 km/h,2,146.456583501
7541,2776,7523,strefa ruchu uspokojonego 20 i 30 km/h,2,65.2479922134
7542,5613,3711,strefa ruchu uspokojonego 20 i 30 km/h,2,112.684500697
7543,7524,5613,strefa ruchu uspokojonego 20 i 30 km/h,2,118.863061535
7544,2256,2253,pas ruchu dla rowerow,1,93.73812542
7545,2254,4990,droga dla rowerow,2,94.33733325909999
7546,4990,7525,droga dla rowerow,2,2.66021608897
7547,7525,6385,droga dla rowerow,2,10.1936337393
7548,6800,2426,strefa ruchu uspokojonego 20 i 30 km/h,2,145.558742296
7549,6298,4676,droga dla pieszych i rowerow,2,218.409918145
7550,6298,5198,droga dla pieszych i rowerow,2,36.483549829
7551,3078,6298,droga dla pieszych i rowerow,2,15.9654563573
7552,6419,2553,droga dla pieszych i rowerow,2,150.672811477
7553,5101,2292,droga dla pieszych i rowerow,2,171.490997367
7554,688,7526,droga dla pieszych i rowerow,2,155.11210822799998
7555,209,6331,droga dla pieszych i rowerow,2,37.482929944
7556,7526,690,droga dla pieszych i rowerow,2,20.3577102959
7557,1726,691,droga dla pieszych i rowerow,2,29.2730575535
7558,1837,690,droga dla pieszych i rowerow,2,64.4458213666
7559,1837,7527,droga dla pieszych i rowerow,2,20.9437254883
7560,3434,3795,droga dla pieszych i rowerow,2,52.0570369616
7561,118,121,droga dla pieszych i rowerow,2,22.4168276244
7562,6972,4975,lacznik drogowy,1,108.425306301
7563,4414,7528,lacznik drogowy,1,160.27003103799998
7564,7528,6972,lacznik drogowy,1,7.7472934996700005
7565,7529,7530,droga dla pieszych i rowerow,2,71.5679433101
7566,7531,4970,droga dla pieszych i rowerow,2,58.6829295339
7567,7532,2869,lacznik drogowy,1,71.7701941469
7568,3764,3763,strefa ruchu uspokojonego 20 i 30 km/h,2,48.400352312200006
7569,2389,229,lacznik drogowy,1,82.8849241768
7570,649,1599,droga dla pieszych i rowerow,2,120.07269671700001
7571,7533,7534,droga dla pieszych i rowerow,2,19.9822284597
7572,7386,6428,droga dla pieszych i rowerow,2,190.642054782
7573,7534,7297,droga dla pieszych i rowerow,2,154.166541768
7574,7535,7536,droga dla pieszych i rowerow,2,317.612928577
7575,7536,7537,droga dla pieszych i rowerow,2,24.405622181
7576,7537,5375,droga dla pieszych i rowerow,2,403.995535745
7577,7324,2473,droga dla pieszych i rowerow,2,15.170902478099999
7578,7538,7041,droga dla pieszych i rowerow,2,38.9266710082
7579,4199,3806,droga dla pieszych i rowerow,2,246.47415671599998
7580,7539,3805,droga dla pieszych i rowerow,2,11.2282295684
7581,3957,7540,droga dla pieszych i rowerow,2,39.9983493378
7582,7540,5030,droga dla pieszych i rowerow,2,57.3822669741
7583,3782,4047,droga dla pieszych i rowerow,2,40.0897639758
7584,3782,153,droga dla pieszych i rowerow,2,32.6456105911
7585,152,7541,droga dla pieszych i rowerow,2,119.416745237
7586,4684,5215,droga dla pieszych i rowerow,2,133.070024345
7587,7541,7542,droga dla pieszych i rowerow,2,26.457933987399997
7588,4642,6846,droga dla pieszych i rowerow,2,533.334891407
7589,6878,7543,droga dla pieszych i rowerow,2,80.02452489619999
7590,7543,7544,lacznik drogowy,1,21.8368317965
7591,7544,7545,lacznik drogowy,1,30.777594545
7592,7345,7546,pas ruchu dla rowerow,1,54.50793008
7593,7547,7548,strefa ruchu uspokojonego 20 i 30 km/h,2,450.288585852
7594,4771,7549,strefa ruchu uspokojonego 20 i 30 km/h,2,568.869812081
7595,6944,6605,lacznik drogowy,1,39.9697108147
7596,6606,3903,lacznik drogowy,1,29.9309727889
7597,3910,7550,pas ruchu dla rowerow,1,61.9115604632
7598,7550,6632,lacznik drogowy,1,15.526584975599999
7599,3908,7551,pas ruchu dla rowerow,1,69.7301279121
7600,7551,6627,lacznik drogowy,1,15.6318587086
7601,7345,7347,lacznik drogowy,1,1.3674424668
7602,691,2017,droga dla pieszych i rowerow,2,93.8171879766
7603,2270,1474,droga dla pieszych i rowerow,2,82.5492210835
7604,7370,2058,droga dla pieszych i rowerow,2,42.0114714416
7605,7552,1240,droga dla pieszych i rowerow,2,175.3280719
7606,3868,6869,strefa ruchu uspokojonego 20 i 30 km/h,2,5.1760382722400005
7607,3875,6609,pas ruchu dla rowerow,1,59.4844817813
7608,6609,7553,pas ruchu dla rowerow,1,147.404206146
7609,3460,6326,droga dla pieszych i rowerow,2,0.581525780937
7610,6633,3866,droga dla pieszych i rowerow,2,51.0797237472
7611,5333,7284,strefa ruchu uspokojonego 20 i 30 km/h,2,4.56619765231
7612,7553,7554,lacznik drogowy,1,57.5183396107
7613,7555,7556,droga dla pieszych i rowerow,2,1309.90643712
7614,7557,6230,droga dla pieszych i rowerow,2,246.810974913
7615,7558,6089,droga dla pieszych i rowerow,2,223.40282616599998
7616,5762,4865,droga dla pieszych i rowerow,2,60.9962549594
7617,7559,7557,droga dla pieszych i rowerow,2,70.11471357149999
7618,7092,7559,droga dla pieszych i rowerow,2,8.01491696401
7619,2040,2041,droga dla pieszych i rowerow,2,360.417236735
7620,4869,7560,droga dla pieszych i rowerow,2,73.7050745281
7621,7560,4869,droga dla pieszych i rowerow,2,25.4950417924
7622,7560,7561,droga dla pieszych i rowerow,2,26.74397907
7623,7046,7562,lacznik drogowy,1,33.6978247696
7624,7563,7046,lacznik drogowy,1,37.7934529492
7625,7564,7283,lacznik drogowy,1,5.84085031566
7626,7563,7283,strefa ruchu uspokojonego 20 i 30 km/h,2,6.2899333775
7627,7565,7046,strefa ruchu uspokojonego 20 i 30 km/h,2,7.960770790910001
7628,7563,7562,strefa ruchu uspokojonego 20 i 30 km/h,1,24.4507560064
7629,7286,7565,pas ruchu dla rowerow,1,28.550871164
7630,7286,7564,pas ruchu dla rowerow,1,24.409674205500004
7631,4768,7566,trasa przez park,2,480.18169669599996
7632,7567,7568,lacznik drogowy,1,22.310531928899998
7633,6947,7568,strefa ruchu uspokojonego 20 i 30 km/h,2,7.687063026280001
7634,7569,3927,droga dla pieszych i rowerow,2,347.18785486699994
7635,5652,6566,droga dla pieszych i rowerow,2,23.8174701843
7636,6154,7570,droga dla pieszych i rowerow,2,141.016581934
7637,7571,852,droga dla pieszych i rowerow,2,6.76565210529
7638,6885,7571,droga dla pieszych i rowerow,2,2.7577521570999997
7639,4225,7571,droga dla pieszych i rowerow,2,11.178374318800001
7640,7039,7572,droga dla pieszych i rowerow,2,232.89507800099997
7641,7573,7574,droga dla pieszych i rowerow,2,8.67245800401
7642,7575,7573,droga dla pieszych i rowerow,2,13.4940562614
7643,7576,7577,droga dla pieszych i rowerow,2,186.948532908
7644,3683,5461,droga dla pieszych i rowerow,2,128.218732576
7645,4778,7578,droga dla pieszych i rowerow,2,163.841771443
7646,4778,7579,droga dla pieszych i rowerow,2,6.01137272593
7647,6159,5451,droga dla pieszych i rowerow,2,43.146415542700005
7648,6423,7580,droga dla pieszych i rowerow,2,15.0663322963
7649,5112,6423,droga dla pieszych i rowerow,2,32.7540962675
7650,7581,7582,droga dla pieszych i rowerow,2,35.1046261197
7651,7583,7584,droga dla pieszych i rowerow,2,318.492751486
7652,7584,7391,droga dla pieszych i rowerow,2,13.9560612747
7653,7584,7585,droga dla pieszych i rowerow,2,3.9545095321699995
7654,7586,2586,droga dla pieszych i rowerow,2,131.76600643
7655,7381,7384,droga dla rowerow,2,9.45695136819
7656,7587,7588,pas ruchu dla rowerow,1,412.883965656
7657,966,7589,droga dla rowerow,1,146.808883818
7658,7590,7591,droga dla rowerow,1,39.2948308019
7659,7589,7590,droga dla rowerow,1,29.9734128921
7660,7591,1303,pas ruchu dla rowerow,1,21.8556279291
7661,7588,7592,pas ruchu dla rowerow,1,161.573031885
7662,7593,7594,droga dla rowerow,1,29.0949591725
7663,7595,7596,droga dla rowerow,1,216.450711856
7664,7597,7598,pas ruchu dla rowerow,1,36.828456582600005
7665,7598,7599,pas ruchu dla rowerow,1,19.8627486312
7666,5319,7597,pas ruchu dla rowerow,1,40.214044670300005
7667,7599,7600,droga dla rowerow,1,151.405136973
7668,7600,7601,pas ruchu dla rowerow,1,35.6519280952
7669,7601,7602,droga dla rowerow,1,63.3900077412
7670,7602,7593,pas ruchu dla rowerow,1,25.8931882535
7671,7594,7603,pas ruchu dla rowerow,1,26.9532698973
7672,7603,7604,pas ruchu dla rowerow,1,74.18501335020001
7673,7604,7605,pas ruchu dla rowerow,1,20.3146370366
7674,7606,7607,pas ruchu dla rowerow,1,20.2785000049
7675,7608,7609,pas ruchu dla rowerow,1,14.741810109300001
7676,7609,7610,droga dla rowerow,1,54.1738827776
7677,7611,7612,droga dla rowerow,1,77.507822211
7678,7612,7608,pas ruchu dla rowerow,1,30.564708957399997
7679,7613,7614,droga dla pieszych i rowerow,1,194.459467382
7680,7610,7615,pas ruchu dla rowerow,1,19.3123188261
7681,7030,7616,droga dla pieszych i rowerow,2,29.436169795100003
7682,6713,2651,droga dla pieszych i rowerow,2,105.702812216
7683,3182,7617,droga dla pieszych i rowerow,2,153.88449113299998
7684,7617,7618,droga dla pieszych i rowerow,2,129.950848407
7685,6572,3322,droga dla pieszych i rowerow,2,58.2137701099
7686,1321,6571,droga dla pieszych i rowerow,2,206.072362253
7687,7539,1320,droga dla pieszych i rowerow,2,102.403833777
7688,7618,4587,droga dla pieszych i rowerow,2,189.461750329
7689,7393,7331,droga dla pieszych i rowerow,2,11.9527106158
7690,7619,7620,droga dla pieszych i rowerow,2,335.530625935
7691,4588,5376,droga dla pieszych i rowerow,2,31.5487611488
7692,7621,7622,droga dla pieszych i rowerow,2,3.9193221777199994
7693,7616,7621,droga dla pieszych i rowerow,2,143.44630846799998
7694,2525,7619,droga dla pieszych i rowerow,2,76.5978684552
7695,7622,7623,droga dla pieszych i rowerow,2,115.42507865200001
7696,7623,5379,droga dla pieszych i rowerow,2,4.69256672835
7697,7393,7624,droga dla pieszych i rowerow,2,61.2477231933
7698,7625,7626,droga dla pieszych i rowerow,2,9.74768208619
7699,7626,3967,droga dla pieszych i rowerow,2,4.3712736883
7700,3968,7627,droga dla pieszych i rowerow,2,5.69844466951
7701,5392,7368,droga dla pieszych i rowerow,2,844.973715432
7702,7628,5392,droga dla pieszych i rowerow,2,10.987951613499998
7703,5389,7628,droga dla pieszych i rowerow,2,5.91441895878
7704,7629,5389,droga dla pieszych i rowerow,2,73.8806402436
7705,5095,7630,droga dla pieszych i rowerow,2,6.66015534795
7706,5095,7631,droga dla pieszych i rowerow,2,5.27385230619
7707,1799,7632,droga dla pieszych i rowerow,2,4.3916489397500005
7708,5997,7213,droga dla pieszych i rowerow,2,110.14527508399999
7709,3139,6541,droga dla pieszych i rowerow,2,70.5982476779
7710,7633,7634,droga dla pieszych i rowerow,1,21.331434118
7711,6124,7634,droga dla pieszych i rowerow,1,37.769189463800004
7712,7632,5857,droga dla pieszych i rowerow,2,141.403086135
7713,4973,7223,droga dla pieszych i rowerow,2,63.0536754712
7714,5853,5990,droga dla pieszych i rowerow,2,74.65099638619999
7715,7635,638,droga dla pieszych i rowerow,2,334.042517712
7716,5189,7636,droga dla pieszych i rowerow,2,38.3652214691
7717,5187,7414,droga dla pieszych i rowerow,2,65.2790045075
7718,7637,7635,droga dla pieszych i rowerow,2,39.6947741838
7719,5721,7414,droga dla pieszych i rowerow,2,21.0699534637
7720,6286,4062,droga dla pieszych i rowerow,2,17.9838981728
7721,4286,1182,droga dla rowerow,2,66.5847245974
7722,6569,7638,droga dla rowerow,2,15.800583078299999
7723,3762,7639,droga dla rowerow,2,176.547719557
7724,7639,3023,droga dla rowerow,2,56.3620061251
7725,2361,7640,droga dla rowerow,2,12.7658060254
7726,7640,2481,droga dla rowerow,2,4.134102060909999
7727,2484,2482,droga dla rowerow,1,22.5421040692
7728,7638,1184,droga dla rowerow,2,12.492517056099999
7729,1185,7641,droga dla rowerow,2,4.656637562709999
7730,1187,7641,droga dla rowerow,1,25.7165896021
7731,2489,6553,droga dla rowerow,2,32.092646284299995
7732,6639,7142,droga dla rowerow,2,17.272329305899998
7733,7142,6638,droga dla rowerow,2,34.9644219831
7734,3592,7173,droga dla rowerow,2,27.5650119804
7735,702,18,strefa ruchu uspokojonego 20 i 30 km/h,2,80.6020233225
7736,18,16,strefa ruchu uspokojonego 20 i 30 km/h,2,82.1624341317
7737,16,14,strefa ruchu uspokojonego 20 i 30 km/h,2,74.453408561
7738,2417,7519,strefa ruchu uspokojonego 20 i 30 km/h,2,70.3351541709
7739,7519,7520,strefa ruchu uspokojonego 20 i 30 km/h,2,64.30547279560001
7740,7520,7514,strefa ruchu uspokojonego 20 i 30 km/h,2,29.7249061827
7741,7439,2416,strefa ruchu uspokojonego 20 i 30 km/h,2,52.896473166899995
7742,7514,4092,strefa ruchu uspokojonego 20 i 30 km/h,2,39.299966631
7743,2094,7642,strefa ruchu uspokojonego 20 i 30 km/h,2,224.32294777
7744,7643,7644,strefa ruchu uspokojonego 20 i 30 km/h,2,93.15511127149999
7745,7644,7643,strefa ruchu uspokojonego 20 i 30 km/h,2,119.62098924
7746,7643,5873,strefa ruchu uspokojonego 20 i 30 km/h,2,22.2539416381
7747,7644,6724,strefa ruchu uspokojonego 20 i 30 km/h,2,21.3571329357
7748,6724,5877,strefa ruchu uspokojonego 20 i 30 km/h,2,132.266729532
7749,7225,161,droga dla rowerow,2,8.22773325589
7750,162,6847,droga dla rowerow,2,127.354842656
7751,7226,7645,droga dla rowerow,2,186.906544604
7752,7645,3455,droga dla rowerow,2,2.4949591359400003
7753,1316,7646,droga dla rowerow,2,88.7795986873
7754,7646,7647,droga dla rowerow,2,15.0513400068
7755,7647,3761,droga dla rowerow,2,52.9871879859
7756,3470,722,pas ruchu dla rowerow,1,147.23031269999998
7757,723,3134,pas ruchu dla rowerow,1,195.529332093
7758,1314,366,lacznik drogowy,1,59.5474127351
7759,368,369,pas ruchu dla rowerow,1,226.27660886299998
7760,2290,7143,droga dla rowerow,1,5.36903144431
7761,362,7648,pas ruchu dla rowerow,1,259.397517545
7762,7648,6776,droga dla rowerow,1,29.576445799800002
7763,6776,367,droga dla rowerow,2,6.21763239344
7764,5751,977,trasa na walach,2,241.32370915599998
7765,7649,7650,strefa ruchu uspokojonego 20 i 30 km/h,2,95.17049012700001
7766,7651,7649,strefa ruchu uspokojonego 20 i 30 km/h,2,52.4520134385
7767,1298,3226,pas ruchu dla rowerow,1,18.8538228131
7768,5755,7652,pas ruchu dla rowerow,1,22.8028555683
7769,4108,5755,pas ruchu dla rowerow,1,27.460309187399996
7770,4109,7652,pas ruchu dla rowerow,1,38.790302625500004
7771,7652,736,pas ruchu dla rowerow,1,139.196529228
7772,7120,3223,pas ruchu dla rowerow,1,115.36262214
7773,1226,6519,strefa ruchu uspokojonego 20 i 30 km/h,2,128.678678332
7774,7653,4393,strefa ruchu uspokojonego 20 i 30 km/h,2,806.789324243
7775,7654,7655,strefa ruchu uspokojonego 20 i 30 km/h,2,214.015619988
7776,7656,1967,strefa ruchu uspokojonego 20 i 30 km/h,2,211.03942023
7777,7657,7658,strefa ruchu uspokojonego 20 i 30 km/h,2,28.7254915523
7778,7659,7660,strefa ruchu uspokojonego 20 i 30 km/h,2,599.683132203
7779,6996,6999,strefa ruchu uspokojonego 20 i 30 km/h,2,59.1979792396
7780,7661,3092,strefa ruchu uspokojonego 20 i 30 km/h,2,73.5724058159
7781,5613,7661,strefa ruchu uspokojonego 20 i 30 km/h,2,134.76021716399998
7782,7662,4576,strefa ruchu uspokojonego 20 i 30 km/h,2,89.57846267110001
7783,4575,7663,strefa ruchu uspokojonego 20 i 30 km/h,2,87.2969770353
7784,4576,7664,strefa ruchu uspokojonego 20 i 30 km/h,2,37.2684649711
7785,7664,7665,strefa ruchu uspokojonego 20 i 30 km/h,2,86.0884952076
7786,4571,7664,strefa ruchu uspokojonego 20 i 30 km/h,2,31.883314913299998
7787,7662,7289,strefa ruchu uspokojonego 20 i 30 km/h,2,24.684918885500004
7788,7662,7665,strefa ruchu uspokojonego 20 i 30 km/h,2,33.7573074803
7789,7464,7666,strefa ruchu uspokojonego 20 i 30 km/h,2,140.152938914
7790,7464,3223,strefa ruchu uspokojonego 20 i 30 km/h,2,224.89096468
7791,7666,1556,strefa ruchu uspokojonego 20 i 30 km/h,1,212.297033143
7792,7012,7667,strefa ruchu uspokojonego 20 i 30 km/h,2,131.791876115
7793,3743,7668,strefa ruchu uspokojonego 20 i 30 km/h,2,96.6094393706
7794,7668,3743,strefa ruchu uspokojonego 20 i 30 km/h,2,10.222950308
7795,3187,3041,strefa ruchu uspokojonego 20 i 30 km/h,2,225.09242699
7796,3041,2745,strefa ruchu uspokojonego 20 i 30 km/h,2,286.62524476
7797,7569,3187,strefa ruchu uspokojonego 20 i 30 km/h,2,59.1617324673
7798,3542,7669,strefa ruchu uspokojonego 20 i 30 km/h,2,60.810340791099996
7799,7670,3542,strefa ruchu uspokojonego 20 i 30 km/h,2,83.1934987174
7800,7671,4601,pas ruchu dla rowerow,1,401.43848429199994
7801,3073,3071,strefa ruchu uspokojonego 20 i 30 km/h,2,16.1347188809
7802,3073,7672,strefa ruchu uspokojonego 20 i 30 km/h,2,15.477722117599999
7803,7672,7673,strefa ruchu uspokojonego 20 i 30 km/h,2,77.6254207508
7804,7673,7672,strefa ruchu uspokojonego 20 i 30 km/h,2,183.543659468
7805,7673,1000,strefa ruchu uspokojonego 20 i 30 km/h,2,30.2963328498
7806,1385,3738,strefa ruchu uspokojonego 20 i 30 km/h,2,87.2647917501
7807,7674,569,strefa ruchu uspokojonego 20 i 30 km/h,2,67.9254437758
7808,7675,7674,strefa ruchu uspokojonego 20 i 30 km/h,2,161.68705466
7809,569,477,strefa ruchu uspokojonego 20 i 30 km/h,2,132.763417666
7810,6752,7676,strefa ruchu uspokojonego 20 i 30 km/h,2,57.208459711
7811,6758,7677,strefa ruchu uspokojonego 20 i 30 km/h,2,109.2310125
7812,3872,7678,pas ruchu dla rowerow,1,6.39817534145
7813,7678,7679,pas ruchu dla rowerow,1,11.650910120699999
7814,7679,3917,pas ruchu dla rowerow,1,168.091537653
7815,3917,2045,pas ruchu dla rowerow,1,29.0865603299
7816,2930,4321,strefa ruchu uspokojonego 20 i 30 km/h,2,241.47715784099998
